dates,UVXY,SPY,VXXBEN,VIX,UX1,UX2,UX3,UX4,Day of Week,Days to Roll,Day in Cycle,Daily Decay,VXXGREG,UX1 % returns,UX2 % returns,UX3 % returns,UX4 % returns,UVXY % returns,SPY % returns,VXXBEN % returns,VIX % returns,regression Slope,Inverse Slope,target
2006-11-28,7364618833.58,139.02,1.0500000000000016,11.62,12.0,12.96,13.68,14.15,2,16,24.0,0.0024014978834255986,3.008605851979348,-0.036918138041733606,-0.0321135175504107,-0.02145922746781126,-0.011871508379888264,-0.07020324778888276,0.004334633723450443,0.4893617021276617,-0.05528455284552858,0.6740000000000002,-0.6740000000000002,0
2006-11-29,6794628711.18,140.47,1.5050000000000008,10.83,11.46,12.58,13.44,13.89,3,15,24.0,0.004107032933210221,4.024930747922439,-0.04499999999999993,-0.029320987654321007,-0.017543859649122858,-0.0183745583038869,-0.07739573972261138,0.010430153934685604,0.4333333333333318,-0.06798623063683296,0.8099999999999999,-0.8099999999999999,0
2006-11-30,6708187104.35,140.53,1.2649999999999988,10.91,11.37,12.52,13.28,13.83,4,14,24.0,0.0035135960892147826,3.7222731439046735,-0.007853403141361405,-0.004769475357710662,-0.011904761904761862,-0.004319654427645814,-0.01272205009344618,0.00042713746707478967,-0.15946843853820725,0.007386888273314796,0.775,-0.775,1
2006-12-01,6994773339.7,140.22,0.5300000000000002,11.66,11.65,12.74,13.5,13.95,5,13,24.0,0.0012128779470621876,2.5540308747855915,0.02462620932277937,0.017571884984025617,0.016566265060240948,0.00867678958785234,0.04272186074895834,-0.002205934675869936,-0.5810276679841891,0.06874427131072403,0.6429999999999998,-0.6429999999999998,1
2006-12-04,6771096670.93,141.29,0.8949999999999996,11.23,11.49,12.5,13.22,13.81,1,12,24.0,0.0026781618500229354,3.083704363312556,-0.01373390557939913,-0.018838304552590283,-0.02074074074074073,-0.01003584229390675,-0.031977686467763784,0.0076308657823420676,0.6886792452830173,-0.03687821612349906,0.6890000000000001,-0.6890000000000001,0
2006-12-05,6818880990.49,141.9,0.8900000000000006,11.27,11.52,12.55,13.24,13.67,2,11,24.0,0.002846790890269153,2.9086069210292815,0.0026109660574411553,0.0040000000000000036,0.001512859304084735,-0.010137581462708269,0.0070571019558987045,0.00431736145516326,-0.005586592178769889,0.003561887800534125,0.6520000000000001,-0.6520000000000001,1
2006-12-06,6926686921.16,141.78,0.9000000000000004,11.33,11.55,12.69,13.26,13.68,3,10,24.0,0.003067790336816333,2.8526037069726398,0.002604166666666741,0.011155378486055634,0.0015105740181269312,0.0007315288953912981,0.015809915266207453,-0.0008456659619450192,0.011235955056179579,0.005323868677906018,0.6409999999999998,-0.6409999999999998,1
2006-12-07,7175704398.62,141.16,-0.6200000000000001,12.67,12.0,12.77,13.54,13.82,4,9,24.0,-0.00203893712181005,0.8571428571428573,0.03896103896103886,0.006304176516942484,0.021116138763197508,0.010233918128655041,0.0359504450387802,-0.004372972210466952,-1.6888888888888889,0.1182700794351279,0.384,-0.384,1
2006-12-08,7200594007.04,141.42,0.28000000000000025,12.07,11.98,12.81,13.32,13.73,5,8,24.0,0.0010987153482082497,1.736536868268434,-0.001666666666666594,0.0031323414252153463,-0.01624815361890686,-0.0065123010130245795,0.0034685944455552513,0.001841881552847813,-1.4516129032258067,-0.047355958958168916,0.466,-0.466,0
2006-12-11,6852213333.74,141.83,1.6649999999999985,10.71,11.43,12.6,13.32,13.65,1,7,24.0,0.007265406162464978,4.03081232492997,-0.04590984974958268,-0.016393442622950838,0.0,-0.0058266569555717185,-0.048382213045116806,0.002899165605996457,4.94642857142856,-0.11267605633802813,0.7769999999999999,-0.7769999999999999,0
2006-12-12,6709295888.92,141.72,1.459999999999999,10.65,11.18,12.51,13.33,14.0,2,6,24.0,0.006924882629107978,4.3718309859154925,-0.021872265966754182,-0.007142857142857118,0.0007507507507507062,0.02564102564102555,-0.02085712132111828,-0.0007755763942749461,-0.1231231231231228,-0.0056022408963586345,0.885,-0.885,0
2006-12-13,6495367897.56,141.87,1.4849999999999994,10.18,10.54,12.43,13.37,13.89,3,5,24.0,0.00820330210064984,5.075638506876229,-0.0572450805008945,-0.0063948840927258175,0.003000750187546864,-0.007857142857142785,-0.03188531179751497,0.001058425063505508,0.017123287671233056,-0.04413145539906105,1.025,-1.025,0
2006-12-14,6556086341.7,143.12,1.679999999999998,9.97,10.37,12.53,13.4,13.85,4,4,24.0,0.010230692076228674,5.510531594784352,-0.016129032258064502,0.008045052292839916,0.002243829468960401,-0.0028797696184306165,0.009347960746427963,0.00881088320293233,0.13131313131313038,-0.02062868369351656,1.079,-1.079,0
2006-12-15,6735651186.67,142.34,1.7199999999999989,10.05,10.44,12.71,13.55,14.02,5,3,24.0,0.011266583747927026,5.596019900497511,0.0067502410800386325,0.014365522745411141,0.011194029850746244,0.012274368231046884,0.02738902991985892,-0.005449972051425389,0.02380952380952439,0.008024072216650023,1.105,-1.105,1
2006-12-18,6781420435.36,141.95,1.0300000000000011,10.6,10.56,12.74,13.62,14.02,1,2,24.0,0.007888980038282752,4.38679245283019,0.011494252873563315,0.002360346184106854,0.005166051660516535,0.0,0.006795074065084839,-0.0027399185049881147,-0.40116279069767335,0.054726368159203835,0.99,-0.99,1
2006-12-19,6424051867.7,142.22,1.3149999999999995,10.3,10.57,12.39,13.46,13.9,2,1,24.0,0.00993122977346278,4.822330097087378,0.000946969696969724,-0.027472527472527486,-0.011747430249632762,-0.008559201141226769,-0.052698187800979235,0.001902078196548196,0.2766990291262117,-0.02830188679245272,1.0090000000000001,-1.0090000000000001,0
2006-12-20,6384304416.64,142.14,3.655,10.26,12.35,13.39,13.92,14.31,3,16,16.0,0.012731481481481479,6.3908382066276825,0.16840113528855238,0.08071025020177558,0.03417533432392261,0.029496402877697836,-0.006187286758976618,-0.0005625087891999447,1.7794676806083665,-0.003883495145631133,0.9670000000000002,-0.9670000000000002,0
2006-12-21,6479828323.01,141.62,3.3950000000000005,10.53,12.44,13.5,14.05,14.38,4,15,16.0,0.01182632953466287,5.8964862298195655,0.0072874493927126425,0.00821508588498876,0.009339080459770166,0.004891684136967278,0.014962304447925012,-0.003658364992261021,-0.07113543091655261,0.02631578947368407,0.9310000000000004,-0.9310000000000004,1
2006-12-22,6667235759.49,140.75,2.42,11.36,12.62,13.68,14.25,14.44,5,14,16.0,0.007661594567404426,4.276408450704226,0.014469453376205752,0.013333333333333421,0.014234875444839812,0.004172461752433909,0.028921666923568345,-0.006143200112978421,-0.28718703976435944,0.07882241215574548,0.7790000000000001,-0.7790000000000001,1
2006-12-26,6322877137.42,141.58,2.08,11.26,12.27,13.4,13.87,14.46,2,13,16.0,0.00665421586041166,4.234458259325047,-0.02773375594294769,-0.020467836257309857,-0.026666666666666727,0.0013850415512466352,-0.051649384316408316,0.0058969804618118635,-0.14049586776859502,-0.008802816901408383,0.8000000000000002,-0.8000000000000002,0
2006-12-27,6001796531.5,142.51,2.5299999999999985,10.64,11.95,13.08,13.79,14.44,3,12,16.0,0.009432316586921842,5.3439849624060125,-0.02607986960065201,-0.0238805970149254,-0.005767844268204758,-0.0013831258644537714,-0.050780775735745916,0.006568724396101011,0.21634615384615308,-0.05506216696269972,0.9439999999999996,-0.9439999999999996,0
2006-12-28,6111509535.66,142.21,2.164999999999999,10.99,12.09,13.12,13.93,14.46,4,11,16.0,0.0081483877388535,4.67424931756142,0.01171548117154808,0.0030581039755350763,0.01015228426395942,0.0013850415512466352,0.018280027252536524,-0.002105115430495963,-0.14426877470355715,0.03289473684210531,0.8780000000000001,-0.8780000000000001,1
2006-12-29,6243079674.06,141.62,1.5149999999999997,11.56,12.3,13.11,14.06,14.53,5,10,16.0,0.005622837370242214,3.6600346020761227,0.017369727047146455,-0.0007621951219511924,0.00933237616654714,0.004840940525587811,0.021528255438742816,-0.004148794036987535,-0.30023094688221696,0.051865332120109235,0.7699999999999998,-0.7699999999999998,1
2007-01-03,6251589648.87,141.37,0.7300000000000022,12.04,12.21,13.16,13.95,14.37,3,9,16.0,0.00223906423034331,2.588039867109636,-0.007317073170731714,0.0038138825324181,-0.007823613086771042,-0.0110116999311769,0.0013631052708422686,-0.0017652873887868956,-0.5181518151815165,0.04152249134948094,0.6399999999999999,-0.6399999999999999,1
2007-01-04,6191485395.69,141.67,1.4249999999999998,11.51,12.11,13.16,13.66,14.36,4,8,16.0,0.005729650378980796,3.4882710686359686,-0.008190008190008258,0.0,-0.02078853046594975,-0.0006958942240778977,-0.009614235187503815,0.002122090966965917,0.9520547945205418,-0.044019933554817266,0.725,-0.725,0
2007-01-05,6484496158.17,140.54,0.91,12.14,12.38,13.48,13.83,14.39,5,7,16.0,0.0034530183572605328,2.5420098846787478,0.02229562345169289,0.024316109422492405,0.012445095168374776,0.002089136490250665,0.047324792639254376,-0.007976282910990284,-0.3614035087719296,0.054735013032146014,0.595,-0.595,1
2007-01-08,6348257868.5,141.19,0.915,12.0,12.25,13.33,13.93,14.34,1,6,16.0,0.0038676697530864203,2.6875,-0.010500807754442731,-0.011127596439169165,0.007230657989877098,-0.0034746351633079264,-0.021009849701021044,0.0046250177885300845,0.005494505494505475,-0.01153212520593083,0.6359999999999999,-0.6359999999999999,0
2007-01-09,6293188703.24,141.07,0.995,11.91,12.22,13.28,13.94,14.43,2,5,16.0,0.00466842666149971,2.905961376994122,-0.002448979591836653,-0.00375093773443369,0.0007178750897343099,0.006276150627614996,-0.008674689403096347,-0.0008499185494723617,0.08743169398907114,-0.007499999999999951,0.6759999999999998,-0.6759999999999998,0
2007-01-10,6157728614.33,141.54,1.2749999999999997,11.47,11.9,13.16,13.9,14.32,3,4,16.0,0.006763295553618131,3.5004359197907577,-0.026186579378068786,-0.009036144578313143,-0.0028694404591104172,-0.007623007623007605,-0.021524873207799944,0.0033316793081448197,0.2814070351758786,-0.036943744752308987,0.7699999999999999,-0.7699999999999999,0
2007-01-11,5315030262.08,142.16,0.8150000000000013,10.87,10.98,12.28,13.44,14.02,4,3,16.0,0.005023861545538187,3.80036798528059,-0.07731092436974785,-0.06686930091185417,-0.0330935251798562,-0.020949720670391137,-0.13685214224753406,0.0043803871697047905,-0.3607843137254889,-0.0523103748910202,0.8759999999999999,-0.8759999999999999,0
2007-01-12,5128811910.26,143.24,1.4749999999999996,10.15,10.66,12.08,13.18,13.82,5,2,16.0,0.010374277147140714,4.98423645320197,-0.029143897996357082,-0.016286644951139958,-0.019345238095238027,-0.014265335235377985,-0.035036179031485815,0.0075970737197523786,0.8098159509202421,-0.06623735050597968,0.986,-0.986,0
2007-01-16,4986102358.54,142.96,0.4299999999999997,10.74,10.59,11.9,12.91,13.57,2,1,16.0,0.0037296851193499227,3.3072625698324023,-0.0065666041275798115,-0.01490066225165565,-0.020485584218512883,-0.01808972503617945,-0.02782507025350556,-0.001954761239877145,-0.7084745762711866,0.058128078817734075,0.7979999999999999,-0.7979999999999999,1
2007-01-17,4995870497.53,143.02,2.4750000000000005,10.59,11.91,12.9,13.57,14.31,3,20,20.0,0.006232294617563741,5.228517469310671,0.12464589235127475,0.08403361344537807,0.05112316034082109,0.05453205600589528,0.0019590730970995285,0.00041969781757145164,4.755813953488377,-0.013966480446927387,0.91,-0.91,0
2007-01-18,5116313111.18,142.54,2.2350000000000008,10.85,12.06,12.9,13.47,14.04,4,19,20.0,0.005812211981566825,4.43594470046083,0.012594458438287104,0.0,-0.007369196757553431,-0.018867924528301997,0.02410843389746553,-0.003356173961683861,-0.0969696969696967,0.024551463644947983,0.7789999999999999,-0.7789999999999999,1
2007-01-19,4827036242.69,142.82,2.479999999999998,10.4,11.69,12.78,13.32,13.99,5,18,20.0,0.006788708086785006,5.196153846153846,-0.03067993366500832,-0.009302325581395432,-0.011135857461024523,-0.003561253561253474,-0.0565401026488942,0.0019643608811561464,0.10961968680089362,-0.041474654377880116,0.8809999999999999,-0.8809999999999999,0
2007-01-22,4954047682.28,142.38,2.1350000000000007,10.77,11.85,12.88,13.35,14.06,1,17,20.0,0.005787274593168158,4.5227483751160635,0.01368691189050475,0.0078247261345854,0.0022522522522521182,0.005003573981415378,0.026312510038088988,-0.003080801008262135,-0.13911290322580572,0.03557692307692295,0.8080000000000002,-0.8080000000000002,1
2007-01-23,4656282101.63,142.8,2.250000000000001,10.34,11.47,12.58,13.33,13.9,2,16,20.0,0.006635213550107172,5.108317214700195,-0.03206751054852308,-0.02329192546583858,-0.0014981273408238847,-0.011379800853485113,-0.060105513662104926,0.002949852507374784,0.05386416861826704,-0.039925719591457735,0.898,-0.898,0
2007-01-24,4554528312.1,143.95,2.7399999999999998,9.89,11.32,12.51,13.28,13.75,3,15,20.0,0.009069205707223905,5.961577350859453,-0.013077593722755076,-0.005564387917329161,-0.00375093773443369,-0.010791366906474864,-0.021853012190644398,0.008053221288515156,0.21777777777777696,-0.0435203094777562,0.9679999999999996,-0.9679999999999996,0
2007-01-25,4897475693.67,142.26,1.3899999999999988,11.22,11.83,12.78,13.45,13.91,4,14,20.0,0.003910109498344789,3.4295900178253103,0.04505300353356878,0.021582733812949503,0.012801204819277157,0.011636363636363669,0.0752981116966367,-0.011740187565126736,-0.4927007299270077,0.13447927199191098,0.6999999999999998,-0.6999999999999998,1
2007-01-26,4925017322.59,142.16,1.5749999999999993,11.13,11.88,12.78,13.47,13.9,5,13,20.0,0.004895354368162358,3.6235399820305467,0.004226542688081203,0.0,0.0014869888475836925,-0.0007189072609633528,0.005623637694740946,-0.000702938282018839,0.13309352517985662,-0.008021390374331583,0.7129999999999999,-0.7129999999999999,0
2007-01-29,4905003459.74,142.05,1.0400000000000018,11.45,11.81,12.81,13.45,13.9,1,12,20.0,0.0030117771602487823,2.9711790393013118,-0.00589225589225595,0.002347417840375732,-0.0014847809948033142,0.0,-0.004063714204252888,-0.0007737760270116745,-0.33968253968253825,0.028751123090745567,0.6540000000000001,-0.6540000000000001,1
2007-01-30,4752745877.75,142.79,1.4799999999999986,10.96,11.6,12.64,13.35,13.78,2,11,20.0,0.005075273722627731,3.7025547445255445,-0.01778154106689256,-0.013270882123341154,-0.007434944237918238,-0.008633093525179936,-0.03104127922431077,0.0052094332981342814,0.42307692307691935,-0.04279475982532732,0.7389999999999997,-0.7389999999999997,0
2007-01-31,4605064372.68,143.75,2.055,10.42,11.51,12.35,13.17,13.76,3,10,20.0,0.008217757414401585,4.707293666026872,-0.007758620689655159,-0.02294303797468367,-0.013483146067415741,-0.0014513788098693414,-0.03107288057654656,0.006723159885146046,0.3885135135135145,-0.049270072992700815,0.8340000000000001,-0.8340000000000001,0
2007-02-01,4492879917.47,144.61,1.9499999999999984,10.31,11.28,12.27,13.08,13.64,4,9,20.0,0.008189460071128347,4.713870029097963,-0.019982623805386623,-0.006477732793522262,-0.006833712984054663,-0.008720930232558044,-0.024361104673269133,0.0059826086956522575,-0.051094890510949516,-0.01055662188099804,0.8460000000000001,-0.8460000000000001,0
2007-02-02,4456302367.91,144.81,2.1999999999999997,10.08,11.2,12.24,13.08,13.66,5,8,20.0,0.009989053092501364,5.234126984126985,-0.007092198581560294,-0.0024449877750610804,0.0,0.0014662756598240454,-0.008141225724233814,0.0013830302192101571,0.12820512820512886,-0.022308438409311404,0.904,-0.904,0
2007-02-05,4469052074.99,144.85,1.4749999999999988,10.55,11.16,12.28,13.05,13.71,1,7,20.0,0.00669769803656059,4.192417061611374,-0.0035714285714284477,0.003267973856209139,-0.002293577981651307,0.0036603221083455493,0.0028610507159054772,0.00027622401767835036,-0.3295454545454549,0.04662698412698418,0.8210000000000001,-0.8210000000000001,1
2007-02-06,4339347060.02,144.89,1.1999999999999993,10.65,11.16,12.03,12.83,13.48,2,6,20.0,0.0057537819509650475,3.6469483568075116,0.0,-0.02035830618892509,-0.016858237547892733,-0.016776075857038664,-0.02902293658555988,0.00027614773904027784,-0.18644067796610156,0.009478672985781866,0.733,-0.733,1
2007-02-07,4224846279.96,145.21,1.4149999999999991,10.32,10.95,11.89,12.83,13.49,3,5,20.0,0.00744074239713774,4.258720930232558,-0.018817204301075363,-0.01163757273482946,0.0,0.0007418397626113293,-0.02638663800711816,0.0022085720201534547,0.1791666666666667,-0.030985915492957705,0.8220000000000001,-0.8220000000000001,0
2007-02-08,4280907272.55,145.02,1.3350000000000009,10.44,11.01,11.97,12.83,13.55,4,4,20.0,0.007419540229885063,4.094827586206899,0.005479452054794498,0.006728343145500526,0.0,0.004447739065974732,0.013269356770663654,-0.0013084498312788686,-0.056537102473497074,0.011627906976744208,0.8040000000000003,-0.8040000000000003,1
2007-02-09,4447537062.34,143.94,0.6800000000000006,11.1,11.23,12.2,13.17,13.74,5,3,20.0,0.004095345345345348,3.0954954954954967,0.019981834695731227,0.019214703425229684,0.02650038971161339,0.014022140221402246,0.03892394279559897,-0.007447248655357951,-0.4906367041198501,0.06321839080459779,0.7220000000000001,-0.7220000000000001,1
2007-02-12,4606348953.67,143.45,0.15500000000000025,11.61,11.36,12.42,13.39,13.95,1,2,20.0,0.0016533722802681366,2.445305770887167,0.011576135351736294,0.0180327868852459,0.01670463173880044,0.015283842794759694,0.035707828648524835,-0.0034041961928581443,-0.7720588235294116,0.04594594594594592,0.6709999999999999,-0.6709999999999999,1
2007-02-13,4268693570.13,144.66,0.915,10.34,10.43,11.99,13.14,13.7,2,1,20.0,0.007325918762088977,4.304642166344294,-0.08186619718309862,-0.0346215780998389,-0.018670649738610882,-0.01792114695340496,-0.07330217205341794,0.008434994771697513,4.903225806451604,-0.10938845822566744,0.943,-0.943,0
2007-02-14,4013557179.36,145.61,2.6850000000000005,10.23,11.63,12.8,13.51,13.95,3,24,24.0,0.005702183121537961,5.578690127077223,0.11505273250239713,0.06755629691409504,0.028158295281582868,0.018248175182481674,-0.059769197900572224,0.006567122908889944,1.9344262295081966,-0.010638297872340384,0.9319999999999996,-0.9319999999999996,0
2007-02-15,3956550368.53,145.8,2.5249999999999995,10.22,11.55,12.61,13.39,13.81,4,23,24.0,0.0056438282037597105,5.355185909980429,-0.006878761822871836,-0.014843750000000044,-0.0088823094004441,-0.01003584229390675,-0.014203562645914602,0.001304855435753094,-0.05959031657355718,-0.0009775171065493637,0.902,-0.902,0
2007-02-16,3962194590.92,145.73,2.820000000000001,10.02,11.56,12.58,13.37,13.81,5,22,24.0,0.006898992712249923,5.832335329341317,0.0008658008658009031,-0.002379064234734329,-0.0014936519790890168,0.0,0.0014265513804381234,-0.0004801097393691833,0.1168316831683176,-0.019569471624266255,0.939,-0.939,0
2007-02-20,3831043778.12,146.04,2.164999999999999,10.24,11.37,12.31,13.2,13.75,2,21,24.0,0.005199614025297615,5.053710937499999,-0.01643598615916964,-0.021462639109697926,-0.012715033657441976,-0.0043446777697321295,-0.03310054814080887,0.002127221574143912,-0.2322695035460999,0.021956087824351437,0.885,-0.885,1
2007-02-21,3754570128.14,145.98,2.0700000000000007,10.2,11.24,12.26,13.12,13.59,3,20,24.0,0.0050693448110951745,4.9098039215686295,-0.011433597185576015,-0.004061738424045558,-0.0060606060606061,-0.011636363636363669,-0.019961570373264625,-0.0004108463434675525,-0.04387990762124616,-0.003906250000000111,0.866,-0.866,0
2007-02-22,3702080331.53,145.87,1.9850000000000008,10.18,11.15,12.21,13.08,13.52,4,19,24.0,0.005008799934512118,4.8300589390962685,-0.008007117437722422,-0.004078303425774754,-0.0030487804878047697,-0.005150846210448923,-0.013980241364143331,-0.0007535278805315128,-0.04106280193236711,-0.0019607843137254832,0.861,-0.861,0
2007-02-23,3978791944.07,145.3,2.015,10.58,11.59,12.59,13.24,13.69,5,18,24.0,0.005195458290921429,4.394139886578449,0.039461883408071774,0.03112203112203105,0.01223241590214075,0.012573964497041512,0.07474489685793517,-0.003907588949064178,0.015113350125943725,0.039292730844793684,0.7869999999999999,-0.7869999999999999,1
